country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.1,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.2,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.2.75,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.2+L452X,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.4,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BA.5,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,BQ.1,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,C.37,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,Other,19,19.0,100.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,P.1,0,19.0,0.0
Austria,AT,2020-37,GISAID,3997.0,19,0.5,Yes,P.3,0,19.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,AY.4.2,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.1.7,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.1.7+E484K,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.351,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.427/B.1.429,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.525,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.616,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.617.1,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.617.2,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.620,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,B.1.621,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.1,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.2,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.2.75,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.2+L452X,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.4,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BA.5,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,BQ.1,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,C.37,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,Other,18,18.0,100.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,P.1,0,18.0,0.0
Austria,AT,2020-38,GISAID,5215.0,18,0.3,Yes,P.3,0,18.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,AY.4.2,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.1.7,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.1.7+E484K,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.351,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.427/B.1.429,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.525,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.616,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.617.1,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.617.2,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.620,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,B.1.621,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.1,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.2,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.2.75,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.2+L452X,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.4,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BA.5,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,BQ.1,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,C.37,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,Other,23,23.0,100.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,P.1,0,23.0,0.0
Austria,AT,2020-39,GISAID,4662.0,23,0.5,Yes,P.3,0,23.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,AY.4.2,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.1.7,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.1.7+E484K,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.351,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.427/B.1.429,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.525,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.616,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.617.1,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.617.2,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.620,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,B.1.621,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.1,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.2,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.2.75,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.2+L452X,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.4,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BA.5,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,BQ.1,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,C.37,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,Other,6,6.0,100.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,P.1,0,6.0,0.0
Austria,AT,2020-40,GISAID,5603.0,6,0.1,Yes,P.3,0,6.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,AY.4.2,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.1.7,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.1.7+E484K,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.351,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.427/B.1.429,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.525,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.616,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.617.1,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.617.2,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.620,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,B.1.621,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.1,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.2,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.2.75,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.2+L452X,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.4,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BA.5,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,BQ.1,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,C.37,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,Other,27,27.0,100.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,P.1,0,27.0,0.0
Austria,AT,2020-41,GISAID,7489.0,27,0.4,Yes,P.3,0,27.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,AY.4.2,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.1.7,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.1.7+E484K,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.351,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.427/B.1.429,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.525,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.616,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.617.1,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.617.2,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.620,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,B.1.621,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.1,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.2,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.2.75,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.2+L452X,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.4,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BA.5,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,BQ.1,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,C.37,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,Other,44,44.0,100.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,P.1,0,44.0,0.0
Austria,AT,2020-42,GISAID,9898.0,44,0.4,Yes,P.3,0,44.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,AY.4.2,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.1.7,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.1.7+E484K,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.351,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.427/B.1.429,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.525,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.616,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.617.1,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.617.2,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.620,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,B.1.621,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.1,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.2,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.2.75,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.2+L452X,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.4,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BA.5,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,BQ.1,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,C.37,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,Other,45,45.0,100.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,P.1,0,45.0,0.0
Austria,AT,2020-43,GISAID,18266.0,45,0.2,Yes,P.3,0,45.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,AY.4.2,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.1.7,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.1.7+E484K,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.351,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.427/B.1.429,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.525,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.616,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.617.1,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.617.2,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.620,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,B.1.621,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.1,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.2,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.2.75,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.2+L452X,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.4,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BA.5,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,BQ.1,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,C.37,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,Other,62,62.0,100.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,P.1,0,62.0,0.0
Austria,AT,2020-44,GISAID,31623.0,62,0.2,Yes,P.3,0,62.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,AY.4.2,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.1.7,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.1.7+E484K,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.351,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.427/B.1.429,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.525,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.616,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.617.1,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.617.2,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.620,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,B.1.621,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.1,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.2,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.2.75,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.2+L452X,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.4,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BA.5,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,BQ.1,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,C.37,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,Other,135,135.0,100.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,P.1,0,135.0,0.0
Austria,AT,2020-45,GISAID,44778.0,135,0.3,Yes,P.3,0,135.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,AY.4.2,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.1.7,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.1.7+E484K,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.351,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.427/B.1.429,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.525,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.616,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.617.1,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.617.2,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.620,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,B.1.621,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.1,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.2,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.2.75,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.2+L452X,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.4,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BA.5,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,BQ.1,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,C.37,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,Other,160,160.0,100.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,P.1,0,160.0,0.0
Austria,AT,2020-46,GISAID,47840.0,160,0.3,Yes,P.3,0,160.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,AY.4.2,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.1.7,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.1.7+E484K,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.351,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.427/B.1.429,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.525,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.616,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.617.1,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.617.2,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.620,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,B.1.621,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.1,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.2,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.2.75,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.2+L452X,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.4,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BA.5,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,BQ.1,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,C.37,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,Other,35,35.0,100.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,P.1,0,35.0,0.0
Austria,AT,2020-47,GISAID,40704.0,35,0.1,Yes,P.3,0,35.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,AY.4.2,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.1.7,3,101.0,3.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.1.7+E484K,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.351,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.427/B.1.429,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.525,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.616,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.617.1,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.617.2,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.620,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,B.1.621,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.1,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.2,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.2.75,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.2+L452X,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.4,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BA.5,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,BQ.1,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,C.37,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,Other,98,101.0,97.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,P.1,0,101.0,0.0
Austria,AT,2020-48,GISAID,31146.0,101,0.3,Yes,P.3,0,101.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,AY.4.2,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.1.7,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.1.7+E484K,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.351,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.427/B.1.429,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.525,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.616,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.617.1,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.617.2,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.620,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,B.1.621,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.1,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.2,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.2.75,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.2+L452X,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.4,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BA.5,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,BQ.1,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,C.37,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,Other,50,50.0,100.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,P.1,0,50.0,0.0
Austria,AT,2020-49,GISAID,23069.0,50,0.2,Yes,P.3,0,50.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,AY.4.2,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.1.7,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.1.7+E484K,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.351,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.427/B.1.429,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.525,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.616,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.617.1,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.617.2,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.620,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,B.1.621,0,15.0,0.0
Austria,AT,2020-50,GISAID,18695.0,15,0.1,Yes,BA.1,0,15.0,0.0
